group,track_id,median_movement,max_movement,movement_std,std_center_x,std_center_y,min_center_x,min_center_y,mean_height,max_width,max_height,height_change,width_growth_ratio,mean_area,max_area,area_growth_ratio,mean_match_cost,zm_el_count_75pct,observed_zm_el_75pct,width_growth_early_late,height_growth_early_late,germination_target,final_label
zm1_10,1,0.0,0.0017917211358171,0.0003671313188607,0.0006808678564789,0.0005323299832221,0.5576923076923077,0.2059294871794871,0.1331018518518518,0.1266025641025641,0.1362179487179487,0.0096153846153846,1.097222222222222,0.0167096414091606,0.0172455415844838,1.1805555555555556,0.0008818707603269,0,0,0.0032051282051281,0.0048744658119657,1,GERMINATED
zm1_10,2,0.0,0.000801282051282,0.0002882797775771,0.0002214626596124,0.000934829059829,0.2900641025641026,0.2732371794871794,0.1372863247863247,0.110576923076923,0.141025641025641,0.016025641025641,1.0147058823529411,0.0151636493032727,0.015594181459566,1.1447963800904977,0.0007328819498488,0,0,0.000400641025641,0.0082799145299145,0,NON-GERMINATED
zm1_10,3,0.0,0.0016025641025641,0.0003076093963916,0.000373606889503,0.0012251416684459,0.4246794871794871,0.3926282051282051,0.1215945512820512,0.1073717948717948,0.1266025641025641,0.0048076923076923,1.0151515151515151,0.0129943308153444,0.0135935445430637,1.0552232854864432,0.000718208571993,6,1,0.0015357905982906,0.0036725427350427,1,GERMINATED
zm1_10,4,0.0,0.0016025641025641,0.0003655641850439,0.0011331839442092,0.0005821179144685,0.6875,0.40625,0.1139155982905982,0.1330128205128205,0.1185897435897435,0.0128205128205128,1.064102564102564,0.0146041715177332,0.0157739562787639,1.193084693084693,0.0012191585556902,13,1,0.0042735042735043,0.0076121794871794,1,GERMINATED
zm1_10,5,0.0,0.0017917211358171,0.0004860248478816,0.0008779862412444,0.00331004387066,0.875,0.5240384615384616,0.1258680555555555,0.110576923076923,0.1298076923076923,0.0080128205128205,1.0625,0.0136679870128387,0.0141457100591715,1.132401315789474,0.001647434884041,0,0,0.0015357905982905,0.0068776709401709,0,NON-GERMINATED
zm1_10,6,0.0,0.0016025641025641,0.0002723744268723,0.0005972403786057,0.0009924099363251,0.2211538461538461,0.5576923076923077,0.1038995726495726,0.1442307692307692,0.1057692307692307,0.0048076923076923,1.0227272727272727,0.014792756729856,0.0152551775147928,1.0714285714285714,0.0005355722524934,11,1,0.0026041666666666,0.0030715811965811,1,GERMINATED
zm1_10,7,0.0,0.000801282051282,0.0002214626596123,0.0008193181231884,0.0004768582016922,0.3870192307692308,0.5713141025641025,0.1326121794871795,0.1201923076923077,0.1330128205128205,0.0032051282051281,1.0273972602739727,0.0158157610581488,0.0159871178500986,1.052765093860984,0.0004213873594796,0,0,0.0014690170940171,0.001201923076923,1,GERMINATED
zm1_10,8,0.0,0.000801282051282,0.0002373879207587,0.0010226500184882,0.0003950373786791,0.6193910256410257,0.594551282051282,0.1072382478632478,0.1137820512820512,0.1089743589743589,0.0080128205128205,1.028985507246377,0.0119408646426875,0.0123993261012491,1.110651023694502,0.0006967158170438,0,0,0.0038060897435897,0.0030715811965811,0,NON-GERMINATED
zm1_10,9,0.0,0.0024038461538461,0.0003929942036816,0.0009607034301507,0.0007474623669073,0.4391025641025641,0.7347756410256411,0.1199919871794871,0.1442307692307692,0.1201923076923077,0.0064102564102564,1.0588235294117647,0.0167142427884615,0.0173354289940828,1.1184755592377795,0.0007500597518573,0,0,0.0040731837606837,0.0006009615384615,1,GERMINATED
zm1_10,10,0.0,0.0011331839442092,0.0003014510721445,0.0009954006310095,0.0006631751653952,0.6963141025641025,0.7788461538461539,0.1012954059829059,0.1266025641025641,0.1041666666666666,0.0112179487179487,1.0394736842105263,0.0127462486987727,0.013187767094017,1.1649274047186933,0.0009401606371744,0,0,0.0021367521367521,0.0067441239316239,0,NON-GERMINATED
zm1_11,1,0.0,0.0011331839442092,0.0003232048101893,0.0017437632128701,0.0003440977749675,0.6065705128205128,0.1899038461538461,0.1039886039886039,0.1346153846153846,0.1057692307692307,-0.001602564102564,1.1506849315068493,0.0133715725788041,0.0140224358974358,1.133250311332503,0.0009900984259609,14,1,0.0073450854700854,0.000534188034188,1,GERMINATED
zm1_11,2,0.0,0.0011331839442092,0.000254029438731,0.0003642064675025,0.0009489645533615,0.4198717948717949,0.2604166666666667,0.1317886396011395,0.1185897435897435,0.1330128205128205,0.0064102564102564,1.0277777777777777,0.015539571291274,0.0157739562787639,1.0798171589310828,0.0005408849707327,0,0,0.0019364316239316,0.0034054487179487,0,NON-GERMINATED
zm1_11,3,0.0,0.000801282051282,0.0002649991297139,0.000841025179394,0.0006389200540601,0.6899038461538461,0.3245192307692308,0.1336805555555555,0.125,0.1346153846153846,0.0032051282051281,1.04,0.0165844767582548,0.016826923076923,1.0653658536585364,0.0006080847508164,0,0,0.0028712606837606,0.0028044871794871,0,NON-GERMINATED
zm1_11,4,0.0,0.0011331839442092,0.0003317788796524,0.0006609302782808,0.0008608920764696,0.3165064102564102,0.375801282051282,0.1343037749287748,0.1025641025641025,0.1362179487179487,0.0096153846153846,1.0491803278688523,0.0136129131396559,0.0139710716633793,1.1288649097323096,0.0011006948079831,5,1,0.0020032051282051,0.0047409188034188,1,GERMINATED
zm1_11,5,0.0,0.0022663678884184,0.0004536033102032,0.0008313234240109,0.0010992306111881,0.2315705128205128,0.469551282051282,0.1239761396011396,0.1201923076923077,0.1298076923076923,0.0112179487179487,1.0869565217391306,0.01441405251251,0.0156018860946745,1.1897767332549944,0.0016238517670298,20,1,0.0065438034188034,0.0081463675213675,1,GERMINATED
zm1_11,6,0.0,0.000801282051282,0.0002882797775771,0.0003691044326873,0.0005505159457813,0.7964743589743589,0.4711538461538461,0.1188790954415954,0.1298076923076923,0.1233974358974359,-0.0016025641025641,1.051948051948052,0.0151306905864197,0.0158099112426035,1.0382863889357397,0.000908575906137,2,1,0.0038728632478632,0.0018028846153846,1,GERMINATED
zm1_11,7,0.0,0.0017917211358171,0.0004363029153244,0.00086290384504,0.0012125413860399,0.5384615384615384,0.5040064102564102,0.1446981837606837,0.1121794871794871,0.1490384615384615,0.0112179487179487,1.1111111111111112,0.0158104819563152,0.0165392833662064,1.2026143790849677,0.00162066270541,0,0,0.0059428418803418,0.0072115384615384,0,NON-GERMINATED
zm1_11,8,0.0,0.0011331839442092,0.0003166569181969,0.0011969149347566,0.0009712172466734,0.7283653846153846,0.5921474358974359,0.1322115384615384,0.1057692307692307,0.1346153846153846,0.0128205128205128,1.0819672131147542,0.01376600709283,0.0142381656804733,1.195858498705781,0.0009418862867219,0,0,0.0048076923076922,0.0070112179487179,0,NON-GERMINATED
zm1_11,9,0.0,0.0025338763302631,0.0004556620896968,0.0009660387483282,0.0011409718673584,0.3453525641025641,0.6618589743589743,0.1344595797720797,0.1346153846153846,0.1362179487179487,0.0064102564102564,1.0246913580246912,0.0177652477582365,0.0183370315581854,1.075925925925926,0.0015642661424957,6,1,-0.000801282051282,-0.001201923076923,1,GERMINATED
zm1_11,10,0.0,0.0016025641025641,0.0003440977749674,0.0013871471199148,0.000880170027141,0.5761217948717948,0.7067307692307693,0.1364627849002849,0.1073717948717948,0.1378205128205128,0.0,1.0,0.0144343128492767,0.0147980358316896,1.0,0.00105863750642,0,0,0.00133547008547,0.0012686965811966,0,NON-GERMINATED
zm1_12,1,0.0,0.0025338763302631,0.0005801457233696,0.0012125413860399,0.0023810682194295,0.5176282051282052,0.2604166666666667,0.0987802706552706,0.1522435897435897,0.110576923076923,0.0192307692307692,1.0795454545454544,0.0144984824722404,0.0168346277120315,1.3068181818181817,0.0025463158956298,22,1,0.0062767094017094,0.0088141025641025,1,GERMINATED
zm1_12,2,0.0,0.0011331839442092,0.0002394289945748,0.000133547008547,0.0003848739419914,0.3157051282051282,0.2788461538461538,0.1071047008547008,0.1394230769230769,0.1089743589743589,0.0096153846153846,1.0609756097560976,0.0147702492078493,0.015193540433925,1.1636506687647523,0.0007752738344631,0,0,0.0038728632478632,0.0047409188034188,1,GERMINATED
zm1_12,3,0.000801282051282,0.0085177450422553,0.0019709744305496,0.0038031599534984,0.0160466331083665,0.6706730769230769,0.3060897435897436,0.1109330484330484,0.2003205128205128,0.1217948717948717,0.016025641025641,1.358695652173913,0.0181041446941887,0.0243980111768573,1.5645586297760212,0.0089323225703873,36,1,0.0229033119658119,0.0120192307692307,1,GERMINATED
zm1_12,4,0.0,0.0011331839442092,0.0003472259487409,0.0032565730042405,0.0006654124790276,0.2980769230769231,0.4278846153846153,0.1034766737891737,0.1666666666666666,0.1041666666666666,0.0048076923076923,1.1555555555555557,0.0162070923163671,0.0173611111111111,1.211469534050179,0.0010399998833883,17,1,0.0148904914529914,0.0020699786324786,1,GERMINATED
zm1_12,5,0.0,0.000801282051282,0.0002771078080036,0.0005465646882927,0.0006263909935661,0.7339743589743589,0.5184294871794872,0.1476584757834757,0.1073717948717948,0.1522435897435897,0.0096153846153846,1.0307692307692309,0.0154818578671743,0.0163466674884944,1.1002592912705271,0.0006835405722998,4,1,0.0020699786324786,0.0064102564102563,1,GERMINATED
zm1_12,6,0.0,0.000801282051282,0.0001316791262263,0.0004078410390359,5.551115123125785e-16,0.5544871794871795,0.5448717948717948,0.1025641025641025,0.1538461538461538,0.1025641025641025,0.0,1.021276595744681,0.0157494155891591,0.0157790927021696,1.021276595744681,0.0001162737573099,0,0,0.0008680555555555,0.0,0,NON-GERMINATED
zm1_12,7,0.0,0.0016025641025641,0.0003720223957921,0.0012239279556059,0.0007487867752405,0.3717948717948718,0.6145833333333334,0.1239538817663817,0.1362179487179487,0.1266025641025641,0.0064102564102564,1.0375,0.0166443303587734,0.0170426528599605,1.092833333333333,0.0011417010278823,0,0,-0.00133547008547,0.0055422008547008,0,NON-GERMINATED
zm1_12,8,0.0,0.0016025641025641,0.0004040633120687,0.0009149432162155,0.0019439641703078,0.7724358974358975,0.6418269230769231,0.1176994301994302,0.1650641025641025,0.1266025641025641,0.016025641025641,1.0842105263157895,0.0187097789511651,0.020897538625904,1.2413424866514111,0.0013873476056865,28,1,0.0073450854700854,0.008480235042735,1,GERMINATED
zm1_12,9,0.0,0.0016025641025641,0.0003517512604451,0.0007786266537442,0.0020846158554307,0.5416666666666666,0.7572115384615384,0.0988025284900284,0.1378205128205128,0.0993589743589743,0.001602564102564,1.0750000000000002,0.0134761915360873,0.013693704799474,1.092622950819672,0.0011713116993561,0,0,0.0043402777777777,0.0016693376068376,1,GERMINATED
zm1_12,10,0.0,0.000801282051282,0.0002518186542686,0.0007837002266496,0.0004073852657078,0.2940705128205128,0.7612179487179487,0.1313657407407407,0.1314102564102564,0.1330128205128205,0.0080128205128205,1.0123456790123455,0.0171500897161954,0.0174792488494411,1.0772396327951883,0.0006551532671162,0,0,0.0015357905982905,0.0037393162393162,1,GERMINATED
zm1_3,1,0.0,0.0011331839442092,0.0003569793007478,0.0005921378914896,0.0010720215249734,0.5176282051282052,0.2756410256410256,0.1246216168091168,0.1554487179487179,0.1330128205128205,0.016025641025641,1.1547619047619049,0.018285203619238,0.0206766724194608,1.3129484670580562,0.0014470637350462,13,1,0.0137553418803418,0.0119524572649572,1,GERMINATED
zm1_3,2,0.0,0.000801282051282,0.0003171253305015,0.0008790435892747,0.0003129977099008,0.2996794871794871,0.3814102564102564,0.1068598646723646,0.1346153846153846,0.1089743589743589,0.0064102564102564,1.135135135135135,0.0137354025700379,0.0146696252465483,1.2060810810810811,0.0010060140257316,0,0,0.0090144230769231,0.0019364316239316,1,GERMINATED
zm1_3,3,0.0,0.0011331839442092,0.0003140028153879,0.0004995632052943,0.0011556939980187,0.7323717948717948,0.4190705128205128,0.1064814814814815,0.1490384615384615,0.110576923076923,0.0080128205128205,1.0689655172413792,0.0155957865918803,0.0164802144970414,1.152478448275862,0.0009203309872028,0,0,0.0059428418803418,0.0073450854700854,1,GERMINATED
zm1_3,4,0.0,0.000801282051282,0.0003082127498247,0.0011460083388404,0.0005025294651386,0.5488782051282052,0.421474358974359,0.1339253917378917,0.1490384615384615,0.1346153846153846,0.0048076923076922,1.120481927710843,0.0189626051254657,0.0200628698224852,1.1619812583668003,0.0008196169200581,16,1,0.0090811965811965,0.0020699786324786,1,GERMINATED
zm1_3,5,0.0,0.0011331839442092,0.0003365282341607,0.0003331247673409,0.0013878612240135,0.6386217948717948,0.5464743589743589,0.1371972934472934,0.1233974358974359,0.1426282051282051,0.0144230769230769,1.1323529411764706,0.0165200217784352,0.017599954799474,1.2597426470588236,0.0012250181422381,24,1,0.0064770299145299,0.0070779914529914,1,GERMINATED
zm1_3,6,0.0,0.000801282051282,0.0002986201893028,0.0003033523230599,0.0005505159457813,0.1915064102564102,0.5673076923076923,0.1406472578347578,0.1314102564102564,0.1506410256410256,0.0144230769230769,1.0379746835443038,0.0183637124242092,0.0197957758053911,1.1478778853313478,0.0007533767910896,0,0,0.0026041666666666,0.008880876068376,1,GERMINATED
zm1_3,7,0.0,0.0011331839442092,0.0003166569181969,0.0009903485948139,0.000599620450188,0.3806089743589743,0.6049679487179487,0.1026753917378917,0.1522435897435897,0.1057692307692307,0.0048076923076923,1.0919540229885056,0.0147320827283767,0.0161026873767258,1.1439518336070058,0.0008751867369946,4,1,0.0055422008547008,0.0028712606837606,1,GERMINATED
zm1_3,8,0.0,0.0016025641025641,0.0003517512604451,0.0015193723628449,0.0009154845227064,0.4975961538461538,0.6995192307692307,0.1042779558404558,0.1185897435897435,0.1073717948717948,0.0080128205128205,1.0895522388059702,0.0119983640491452,0.0127331936226166,1.1774193548387095,0.0011611328348757,0,0,0.0050080128205128,0.0050747863247863,1,GERMINATED
zm1_3,9,0.0,0.000801282051282,0.0002373879207587,0.0010306122598638,0.0001316791262263,0.7219551282051282,0.7331730769230769,0.1106214387464387,0.0993589743589743,0.1121794871794871,0.0064102564102564,1.0508474576271185,0.0109534942517714,0.0111460387902695,1.1145351823317926,0.0007249204982452,0,0,0.001068376068376,0.0046741452991453,0,NON-GERMINATED
zm1_3,10,0.0,0.000801282051282,0.0002649991297139,0.0009670638593723,0.0006164254996494,0.3798076923076923,0.8373397435897436,0.1479255698005698,0.1185897435897435,0.1506410256410256,0.0080128205128205,1.0571428571428572,0.0170035589707064,0.0178644806048652,1.1165329052969502,0.0005976204795866,0,0,0.0043402777777777,0.0053418803418803,1,GERMINATED
zm1_4,1,0.0,0.0011331839442092,0.0002394289945748,0.0001601172383584,0.0001875478492961,0.5336538461538461,0.2548076923076923,0.1412482193732193,0.1169871794871794,0.1426282051282051,0.0128205128205128,1.042857142857143,0.0164559234946855,0.0166856714332675,1.1458553791887125,0.0006986782284984,0,0,0.0015357905982905,0.0041399572649572,0,NON-GERMINATED
zm1_4,2,0.0,0.0016025641025641,0.0002869943540104,0.001147466399659,0.0006617730033528,0.4262820512820512,0.3421474358974359,0.1012286324786324,0.1474358974358974,0.1025641025641025,0.0,1.0222222222222224,0.0147782391998137,0.0149572649572649,1.0222222222222224,0.0005246659515566,0,0,0.0029380341880341,-0.000534188034188,1,GERMINATED
